ID;Content;Lab;NumL
1129;@mujde_eda Çok iyi ya Ajajajjjajajjajaja #iyikiSenBoraArsen 😍 #EvlilikHakkındaHerŞey #BorSan;Positive;1
1130;"@mujde_eda Keşke…ama ikinci fragmanda #BorSan mutlu görelim lütfen 🥺 🙏🏼
@evlilikhkhersey @FOXTurkiye #evlilikhakkındaherşey";Neutral;2
1131;@muratsoner Edepsizlik diz boyu yuh artık valla #CamdakiKız bitti benim için final sahnesi ekte;Negative;4
1132;@MutsuzlukPeris2 Anladığım kadarıyla kocasını istemediği için Somer’e yamamaya çalışıyor bebeği. #ÜçKızKardeş #TürMer;Neutral;2
1133;"@MuzikveTV @beinconnect_tr Süpürgesiz cadı Feride olmasaydı bizim de böyle bir sahnemiz olabilirdi🤦‍♀️🥺
#HayNal #CamdakiKız";Neutral;2
1134;"@MuzikveTV beni sev hep beni sev

özgü kaya

#TürMer #ÜçKızKardeş TürMer";Positive;1
1135;"@MuzikveTV Hiç biri🥺
#CamdakiKız fragmanını bekliyorum,admin fragmanı çeyizine saklıyor galiba 🤦‍♀️

#HayNal aşkını merakla bekliyorum ❤";Neutral;2
1136;"@MuzikveTV teşekkürler admin seni seviyoruz

#TürMer #ÜçKızKardeş";Positive;1
1137;@mvaygc Ahdhajahhx çok güzel dedin #BorSan #EvlilikHakkındaHerŞey;Positive;1
1138;"@na_aa220 Ben de bıktım ben deee
Öfff öl artık feride 
#CamdakiKız";Neutral-Negative;3
1139;"@neandertalfc O zaman ben de bunu paylaşayım 💜🥹
#Destan #DağObası #Defnenindağı 
#Çolpan #ÇolpanHan #Akkız https://t.co/qJfJSRffyN";Neutral;2
1140;@negerekvardi_ @KanalD @ayilmazekmekci Bu konu da katılıyorum herkes Selin ve Mesut’un evliliğini merak ederken hatta magazin haberlerine bile konu olurken 7sene sonra berbat bir nikahla evlenmeleri sonrasının olmaması çok kötü.İnsanlar böyle bir evliliği sonrası geçiştirme sahneleri beklemiyordu #SelMes #ArkaSokaklar;Negative;4
1141;"@negerekvardi_ @KanalD @ayilmazekmekci Son 3 bölümdür ikili doğru düzgün sahneleri yok ki ayrıca evli oldukları halde evli çift hissiyatı alamıyorum, yani bize daha böyle evli çift hissiyatı verecek sahneler lazım, sadece bize değil izleyiciye de verilmesi lazım. 
#SelMes #ArkaSokaklar";Neutral-Negative;3
1142;"@negerekvardi_ @KanalD @ayilmazekmekci Son 3 bölümdür ikili doğru düzgün sahneleri yok ki ayrıca evli oldukları halde evli çift hissiyatı alamıyorum, yani bize daha böyle evli çift hissiyatı verecek sahneler lazım, sadece bize değil izleyiciye de verilmesi lazım. 
#SelMes #ArkaSokaklar";Neutral-Negative;3
1143;"@negerekvardi_ Cidden ekrana bakışımı görmen lazımdı yetmişinden sonra kuduruyor bunlarda sjjdsj 

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1144;"@negerekvardi_ Cidden ekrana bakışımı görmen lazımdı yetmişinden sonra kuduruyor bunlarda sjjdsj 

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1145;"@negerekvardi_ Evet yiyicidir abimiz 🥺

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1146;"@negerekvardi_ Evet yiyicidir abimiz 🥺

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1147;"@negerekvardi_ klavye hatası pardon esma :))) 

#SelMes #ArkaSokaklar";Neutral;2
1148;"@negerekvardi_ klavye hatası pardon esma :))) 

#SelMes #ArkaSokaklar";Neutral;2
1149;"@negerekvardi_ Mesut’ta iyi yemiş ama 

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1150;"@negerekvardi_ Mesut’ta iyi yemiş ama 

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1151;"@negerekvardi_ sahneyi çektin mi 🥺

#SelMes #ArkaSokaklar https://t.co/20ABA7XiDW";Neutral;2
1152;"@negerekvardi_ sahneyi çektin mi 🥺

#SelMes #ArkaSokaklar https://t.co/20ABA7XiDW";Neutral;2
1153;@Nesibeness Yaaaaa çok tatlısınız #egner 🌸🤍 #MasumlarApartmanı;Positive;1
1154;"@Nestlihan1 @Babyboub bu dunyadaki tum guzel seyleri hak ediyorsun kralicemiz
#EbruŞahin EbruSahin
#Destan Destan
#Akkiz Akkiz";Positive;1
1155;"@Nestlihan1 @Babyboub seninle gurur duyuyoruz Ebrum
#EbruSahin EbruSahin
#Akkiz Akkiz
#Destan Destan";Positive;1
1156;"@Nestlihan1 bu dünyadaki tüm güzel şeyleri hak ediyorsun kraliçemiz

#EbruŞahin EbruSahin 
#Destan Destan
#Akkiz Akkiz   uuyy";Positive;1
1157;"@Nestlihan1 bu dünyadaki tüm güzel şeyleri hak ediyorsun kraliçemiz

#EbruŞahin EbruSahin 
#Destan Destan
#Akkiz Akkiz hhhh";Positive;1
1158;"@Nestlihan1 seninle gurur duyuyoruz Ebrum 

#EbruŞahin EbruŞahin 
#Akkiz  Akkız 
#Destan Destanxdzt";Positive;1
1159;"@Nestlihan1 seninle gurur duyuyoruz Ebrum 

#EbruŞahin EbruŞahin 
#Akkiz  Akkız 
#Destan Destanxdzu";Positive;1
1160;"@Nestlihan1 seninle gurur duyuyoruz Ebrum 

#EbruŞahin EbruŞahin 
#Akkiz  Akkız 
#Destan Destanxdzv";Positive;1
1161;"@Nestlihan1 seninle gurur duyuyoruz Ebrum 

#EbruŞahin EbruŞahin 
#Akkiz  Akkız 
#Destan Destanxdzw";Positive;1
1162;"@Nestlihan1 seninle gurur duyuyoruz Ebrum 

#EbruŞahin EbruŞahin 
#Akkiz  Akkız 
#Destan Destanxdzx";Positive;1
1163;"@Nestlihan1 seninle gurur duyuyoruz Ebrum 

#EbruŞahin EbruŞahin 
#Akkiz  Akkız 
#Destan Destanxdzy";Positive;1
1164;"@Nestlihan1 seninle gurur duyuyoruz Ebrum 

#EbruŞahin EbruŞahin 
#Akkiz  Akkız 
#Destan Destanxdzz";Positive;1
1165;"@neyseneyseee @KanalD @erlerfilm_ aynen öyle kaldıki, asla niyetimiz kötü değildi, dizinin kötülüğünü neden isteyelim Bizim sevdiğimiz oyuncular var bu dizide.  biz onları bu karakterler ile sevdik; dizi içinde en çok uğraşan bu yüzden biziz. Ne kadar sevildiklerini söylemeye gerek bile yok zaten.
 #ArkaSokaklar";Positive;1
1166;"@neyseneyseee @KanalD @erlerfilm_ aynen öyle kaldıki, asla niyetimiz kötü değildi, dizinin kötülüğünü neden isteyelim Bizim sevdiğimiz oyuncular var bu dizide.  biz onları bu karakterler ile sevdik; dizi içinde en çok uğraşan bu yüzden biziz. Ne kadar sevildiklerini söylemeye gerek bile yok zaten.
 #ArkaSokaklar";Positive;1
1167;"@nilagir BEN DE ONA AŞIĞIM YA. ÇOK AŞIĞIM SANA ÇOLPAN CEVHER’İM.💓💓💓

#EvlilikHakkındaHerŞey";Positive;1
1168;@niluferozclk @hendmohmed9520 @SurecFilm @KanalD @iclalaydin Umarım Somer'in duyguları gerçektir ve bunu Mine'nin intikamı için yapmaz, TurMer hikayesini mahvetme lütfen #ÜçKızKardeş #Türmer #BerkerGüven #ÖzgüKaya;Neutral;2
1169;@nsnsnsn93153263 Geceden beri burda #destan fandomlarin boyle tweet attiklarini goruyorum acikcasi ben bu habere inanmiyorum bence sizde inanmayin 🤗♥️;Neutral;2
1170;@nsnsnsn93153263 sakın final yapmayın kaya ölmesin kayama birşey olmasın #destan;Positive;1
1171;@OGMPictures #Hayri ve #Nalan- Tabii ki-  Bu  sahne için AMA  yok, bu  anketin  en iyi  çektimi, bu  ikisini  alkişlamak ve Sevmek. #HayNal. 😍😍😍👑👑 #CamdakiKiz;Neutral;2
1172;@OGMPictures EVET bu sezon son AMA 71 çok erken en azından haziran sonuna kadar tüm güzellikleriyle izlemeliyiz bu hikayeyi kemik bir seyirci kitleniz var ve masumları mutlu bölümlerini de geçiştirilmeden doya doya izlemek istiyor #MasumlarApartmanı @OGMPictures @masumlarapt @trt1;Positive;1
1173;@OGMPictures Hayri  Ersoy- Senin zevklerinle- Sevinç ipuçlariyla- #CamdakiKiz.🥰🥰👑;Neutral;2
1174;"@OGMPictures Nalan ve Hayri çok güzeller EVET ,
AMA #HayNal 'ın birlikte olmasına en büyük engel süpürgesiz cadı Feride 🤦‍♀️
Neyse, Onu da yakında Adil beyin yanına yolcu ederiz sonra orama da #HayNal burama da #HayNal ohhh😍😂
#CamdakiKız";Positive;1
1175;@onepiece_5972 Evett çok güzeldi 😍😍 bayıla bayıla güle güle izledim #BorSan #EvlilikHakkındaHerŞey;Positive;1
1176;@OSehirdeki Evet ya, her şeye rağmen çok güzel bir diziydi. Yazımı, sonbaharımı, kışı ve ilk baharımı boşuna harcamamışım. İstediğimiz güzellikte bitti. Keşkelerimize rağmen hep güzel hatırlayacağım ve defalarca izleyeceğim bir iş oldu. #AşkMantıkİntikam #EsZan ve #İlBur 🙏🙏;Positive;1
1177;"@owandaily Doğru der
Bénce biraz abarttık gibi aklında yoksa akla sokcaz bir susak aksi bişey olursa hep birlikte linçleriz
#Destan";Neutral-Negative;3
1178;"@owandaily Günseli, Temur, Saltuk,Çolpan iki gün sonra normale döneriz balamir ulu ece kaya kuzuyu direk alın Ama Batuga mız kırmızı çizgimiz 
#Destan";Neutral;2
1179;"@oyaokar umarım ayrılırsın. Hala sahne görmek için yalvarıyoruz. 🥺
#ArkaSokaklar";Neutral-Negative;3
1180;"@oyaokar umarım ayrılırsın. Hala sahne görmek için yalvarıyoruz. 🥺
#ArkaSokaklar";Neutral-Negative;3
1181;@ozanemre #ArkaSokaklar bunun derdi dizide acik aramak sizi kotulemek oyunculari kotulemek yoksa dizi umrusunda degil dizinin final yapmasi icin uzun uzun yazan fake hesaplara irtibat etmeyin engeli basin gecin bide oyunculara akil veriyor bunu sunu paylas diye sana kaldi sanki.. https://t.co/LsPDmulmza;Negative;4
1182;@ozanemre #ArkaSokaklar bunun derdi dizide acik aramak sizi kotulemek oyunculari kotulemek yoksa dizi umrusunda degil dizinin final yapmasi icin uzun uzun yazan fake hesaplara irtibat etmeyin engeli basin gecin bide oyunculara akil veriyor bunu sunu paylas diye sana kaldi sanki.. https://t.co/LsPDmulmza;Negative;4
1183;@ozanemre #ArkaSokaklar eger gecen sezon en yuksek kacirilma  selininki ile gelseydi inan busezon selinin kacirilmalari yuksek alirdi ama almadi cunku gecen sezon zelisle geldi hadi bana inanmiyonuz reytingleredemi inanmiyonz bence sende bu sunu yapsin bu aktif olsun huyunu birak https://t.co/oL1GQRChxw;Neutral-Negative;3
1184;@ozanemre #ArkaSokaklar eger gecen sezon en yuksek kacirilma  selininki ile gelseydi inan busezon selinin kacirilmalari yuksek alirdi ama almadi cunku gecen sezon zelisle geldi hadi bana inanmiyonuz reytingleredemi inanmiyonz bence sende bu sunu yapsin bu aktif olsun huyunu birak https://t.co/oL1GQRChxw;Neutral-Negative;3
1185;@ozcankobak Şehirlerde yaşayan herkesin köyde, kırda bir yaşam alanı bir karış toprağı olması şart.. #RusyaUkrayna #CamdakiKız gibi yaşamamak lazım 😊;Neutral;2
1186;@ozcelikhhuseyin Ettiğini kalitesi oyuncular kamera önü arkası ile gösterdi çoktan herkesin tekrardan emeğine sağlık izleyen izleten herkesin.#Destan;Positive;1
1187;@ozcelikhhuseyin 🔥iz ya. Hoşlanılmayan yerlerde oldu ama gerçekten o birkaç yer dışında bence yine her zaman dediğin gibi #Destan Türk standartları üstünde sadece bunu anlamak anlatmak biraz zor oluyor. Ki ben dediğin yerleri sakince anlattım geri kalan her şey zaten kendiliğinden bu zirveyi hak;Positive;1
1188;@ozcelikhhuseyin 😎😎 #Destan #AkBat sonuna kadar;Positive;1
1189;"@Pamelituki1 @mahkumdizifox Aynen!!!beklenen an geldi😉😉😉
#mahkum";Positive;1
1190;"@phoenixdudee_ Ablamdan kaçmak için açtım çaktırma 

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1191;"@phoenixdudee_ Ablamdan kaçmak için açtım çaktırma 

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1192;"@phoenixdudee_ Bilirim özlersin 

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1193;"@phoenixdudee_ Bilirim özlersin 

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1194;"@phoenixdudee_ Tüm şansımı burda kullandım ben dkskdkkdkd

#OyaOkar #ŞevketÇoruh #SelMes #ArkaSokaklar";Neutral;2
1195;"@phoenixdudee_ Tüm şansımı burda kullandım ben dkskdkkdkd

#OyaOkar #ŞevketÇoruh #SelMes #ArkaSokaklar";Neutral;2
1196;"@pinarndezgi Zaman atlamasından önce çöp daireyi boşaltırken Safiye'm ""Haftaya pikniğe gideceğiz"" demişti. Sonra 6 ay zaman atlaması yaptılar. 69.bölümde pikniğe gitmeleri mantıksız olacak. Bu da diziyi ne kadar alelacele bitirdiklerinin kanıtı 😓

#MasumlarApartmanı";Negative;4
1197;@puffy_ily bunlar isbilmez ya #askmantikintikam yaprlar yine sasirmam;Neutral-Negative;3
1198;@pyaragurl Evet yani gercekten fena teslim olmuş annesine asla cevap veremiyor .Bu kadarda çok fazla #CamdakiKız;Neutral-Negative;3
1199;@Ragnar_ldbr Hayri karakteri tam bir şeref kelimesinin zıt anlamının aynadaki yansımadır , namus korsede değil vicdanda olmalıdır. #camdakikiz #hayri;Neutral;2
1200;"@Ragnar_ldbr Süperdi 
Hayri iyi yaptı oh olsun süpürgesiz cadıya
#CamdakiKız";Neutral;2
1201;@rahatsiiz Klişeler öldü cenazesi kalkıyor, kimsede heyecan bırakmadılar malum çift için. #Gönüldağı #ElKen #SerkanKuru #ZümreMeğreli #Elif #Kenan;Negative;4
1202;@ratinganalizi Çok güzeldiler, çok özeldiler ❤️ #çoler #EvlilikHakkındaHerŞey;Positive;1
1203;@ratinganalizi Efsane bölüm geliyorrrr izlenmez mi??? #evlilikhakkındahersey ♥️😍;Positive;1
1204;"@ratinganalizi Harikaydı, o kadar güzellerdi ki😍♥️

#ÇolEr #EvlilikHakkındaHerŞey";Positive;1
1205;"@ratinganalizi İsteme sahnesi kaçmaz😉
#EvlilikHakkındaHerŞey #çoler";Positive;1
1206;"@ratinganalizi İYİ Kİ VARLAR ♥️

#EvlilikHakkındaHerŞey";Positive;1
1207;"@razan_fp Inşallah.....ama 🖋🖊✒️🤔😪
#furkanpalali #BirZamanlarCukurova";Neutral;2
1208;@RTErdogan Sen bir dağ olsan adın #GönülDağı olurdu. https://t.co/wybVGcOD0L;Positive;1
1209;@ruthfisheer #ElKen en sevdiğim.. Ama #CemVey ve #DilTan  görmemek #Elif ve #Kenan  dan da soğutacak beni ve birçok izleyiciyi.. Ve de #gönüldağı yeni sezonda çekmeyecek izleyiciyi kendine ..;Negative;4
1210;@ruthfisheer Ahahajjajaj ya bahçede oldu nişan  6 dk falan gösterildi ve Mihriban konuşmasıyla dans ettiler senin şu asram düşmanlığına o kadar üzülüyorum ki zorundan yastığı ısırarak ağlıyor musun geceleri ahsjsjsj #gönüldağı #asram;Neutral;2
1211;@ruthfisheer Her karakter bunu iyice söylesin ki izleyici aptal ya böyle algılasın ssjsjs şu kadar açıklık getirdikleri olay ve düşünce yoktut başka ama bunu mutlaka pekiştirirler. O kadar masallar ki ciddiye alamıyorum. Ayrıca bu özenilmiş hali bir de dimi 😅 #GönülDağı;Negative;4
1212;"@sabihasener1 @camdakikizdizi @KanalD @OGMPictures O evin bunalımlı, sadece Feride tarafından ugrasilan, bide yalanları yakalandığı halde devam eden kız #Nalan 
#CamdakiKız";Neutral;2
1213;"@sadecedila Gündüz kuşağı programlarını izle bakalım bütün kanallarda , sabah 12 de başlayıp akşam 7 ye kadar tasvip edemeyeceğin şeylerle dolu ve tamamen gerçek , bu ise sadece bir roman  ve bir senaryodan alıntı , çok masum kalır bence 
#CamdakiKız";Neutral;2
1214;"@SandraV_333 #ÜçKizKardeş
#TürMer
tamam tamam";Neutral;2
1215;@saricivcivsb Ben de burdayım tabii ki en öndeki sıra benim 🥰 💞 🥳 #BorSan #EvlilikHakkındaHerŞey;Neutral;2
1216;"@saricivcivsb Off 🔥 hangimiz değiliz ki ❤️‍🔥 1 saniyede tutkularıyla bizi yangınlara sürükleyen #BorSan çifti 🔥❤️‍🔥 
#EvlilikHakkındaHerŞey";Positive;1
1217;"@sefiksim400mg ben de Anlamıyorum, neden böyle şeyler söylüyorlar, heyecanlı bir bölümdü!!
bu bölümü çok beğendim:
 #OnurTuna #İsmailhacioğlu her zamanki gibi mükemmel oyunculuk
#mahkum  #kimyapti";Positive;1
1218;"@selin__mesut Hemde hiç acımadan harcıyorlar 😢

#SelMes #ArkaSokaklar";Neutral;2
1219;"@selin__mesut O kadar haklısın ki 😂😂 

#SelMes #ArkaSokaklar";Positive;1
1220;"@selin__mesut Selin'in engel olması çok iyi oldu bence yoksa saçma sapan bir ölüm için soruşturma açılırdı Selin'in de dediği gibi ""biz onlar gibi değiliz""

#SelMes #ArkaSokaklar";Neutral;2
1221;"@selin__mesut Selin'in engel olması çok iyi oldu bence yoksa saçma sapan bir ölüm için soruşturma açılırdı Selin'in de dediği gibi ""biz onlar gibi değiliz""

#SelMes #ArkaSokaklar";Neutral;2
1222;"@selinder99 Aile git gide buguyor desene😁 #EsGülMas 
#MasumlarApartmanı";Neutral;2
1223;"@selininmesutu @ozanemre Aynen nasıl kaparsak öyle daha güçlü bir şekilde açabiliriz SelMes Severler her zaman dizinin arkasında. Ve zarar görmesini kesinlikle istemiyor…

#SelMes #arkasokaklar";Neutral;2
1224;"@selininmesutu @ozanemre Aynen nasıl kaparsak öyle daha güçlü bir şekilde açabiliriz SelMes Severler her zaman dizinin arkasında. Ve zarar görmesini kesinlikle istemiyor…

#SelMes #arkasokaklar";Neutral;2
1225;@selinvemesut Önce oyunculuğunu genisletmeli de sonra denenmeli #SelMes #ArkaSokaklar #OyaOkar #ŞevketÇoruh;Neutral;2
1226;@selinvemesut Önce oyunculuğunu genisletmeli de sonra denenmeli #SelMes #ArkaSokaklar #OyaOkar #ŞevketÇoruh;Neutral;2
1227;@SelMes_fc Umarım #SelMes #ArkaSokaklar #OyaOkar #ŞevketÇoruh;Neutral;2
1228;@SelMes_fc Umarım #SelMes #ArkaSokaklar #OyaOkar #ŞevketÇoruh;Neutral;2
1229;"@selmesfc @negerekvardi_ Olsun kudurmuşlar 

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1230;"@selmesfc @negerekvardi_ Olsun kudurmuşlar 

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1231;"@selmesfc Aa açtın mı sen de ahajskks

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1232;"@selmesfc Aa açtın mı sen de ahajskks

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1233;"@selmesiniz @negerekvardi_ Altmışmış annem yetmiş de değil ğfkpldkfd

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1234;"@selmesiniz @negerekvardi_ Altmışmış annem yetmiş de değil ğfkpldkfd

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1235;"@selmesiniz Ben de kaçırdım 🥺

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1236;"@selmesiniz Ben de kaçırdım 🥺

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1237;"@selmesiniz Ben de seni burada görmeyi özlemişim bölüm günleri kalpli emoji 

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1238;"@selmesiniz Ben de seni burada görmeyi özlemişim bölüm günleri kalpli emoji 

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1239;"@selmesiniz evet, asıl sinir bozucu olan da bu bence. Bir insan ne olursa olsun sırf birilerini kızdırmak için dizinin ipini Çekmez

#SelMes #ArkaSokaklar";Neutral;2
1240;"@selmesiniz evet, asıl sinir bozucu olan da bu bence. Bir insan ne olursa olsun sırf birilerini kızdırmak için dizinin ipini Çekmez

#SelMes #ArkaSokaklar";Neutral;2
1241;"@selmesiniz kesinlikle bence de 

#OyaOkar #ŞevketÇoruh 
#SelMes #arkasokaklar";Neutral;2
1242;"@selmesiniz kesinlikle bence de 

#OyaOkar #ŞevketÇoruh 
#SelMes #arkasokaklar";Neutral;2
1243;"@selmesiniz Kıyamadım şu an tamam susma annem

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1244;"@selmesiniz Kıyamadım şu an tamam susma annem

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1245;"@selmesiniz sene başından beri temel atıyoruz. Olsun artık.🥺 

#SelMes #ArkaSokaklar";Neutral;2
1246;"@selmesiniz sene başından beri temel atıyoruz. Olsun artık.🥺 

#SelMes #ArkaSokaklar";Neutral;2
1247;"@selmesiniz Sinirlerim bozuldu kadınları görünce

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1248;"@selmesiniz Sinirlerim bozuldu kadınları görünce

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1249;"@selmesiniz Terbiyeli gülüm benim ahajsjlsşs

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1250;"@selmesiniz Terbiyeli gülüm benim ahajsjlsşs

#OyaOkar #ŞevketÇoruh
#SelMes #ArkaSokaklar";Neutral;2
1251;"@selmesiniz Yiyicidir Mesut abiniz ajdşwğfğe Selin’e de ısmarlamıştır hava olsun diye 🥺😂

#ŞevketÇoruh #OyaOkar 
#SelMes #ArkaSokaklar";Neutral;2
1252;"@selmesiniz Yiyicidir Mesut abiniz ajdşwğfğe Selin’e de ısmarlamıştır hava olsun diye 🥺😂

#ŞevketÇoruh #OyaOkar 
#SelMes #ArkaSokaklar";Neutral;2
1253;"@selverr9 Bundan sonra hep mutluluk olsun hayatlarında zaten 💚

#GönülDağı #ElKen 
#SerkanKuru #ZümreMeğreli
#Elif #Kenan";Positive;1
1254;"@selverr9 Tv dizi senaristleri bu  muhteşem uyumlu ikiliye yeni bir dizi projesinde beraber oynatın pişman olmazsınız
#ElKen  #GönülDağı  #SerkanKuru  #ZümreMeğreli";Positive;1
1255;"@SendilAtilla 💐 filmde de reelde de iyi olun 🧿
Sizin aracılığınızla, dizi için emeği geçen herkese yürekten teşekkür ederim 💐
#MasumlarApartmanı";Positive;1
1256;@senhayirdireco Geldi büyük gün #mahkum ❤️;Positive;1
1257;"@seralens #ÜçKızKardeş
#TürMer TürMer";Neutral;2
1258;"@seralens @berkersworld teşekkür ederim güzellik

#TürMer #ÜçKızKardeş";Positive;1
1259;"@seralens ben sende tutuklu kaldım 
özgü kaya
berker güven

#TürMer #ÜçKızKardeş";Neutral;2
1260;"@seralens dört kelimelik destek tweeti

#TürMer #ÜçKızKardeş";Neutral;2
1261;"@seralens inşallah güzel olacak hissediyorum

#TürMer #ÜçKızKardeş";Positive;1
1262;"@seralens serram naber nasılsın aşk 

#TürMer #ÜçKızKardeş";Neutral;2
1263;@serkanb89585008 Haklisin demedi ki sadece susdu zamani gelince tokat gibi cevabini vericektir.Selin nasilda kocasinin arkasindan gitti #SelMes #ArkaSokaklar #OyaOkar #ŞevketÇoruh;Neutral;2
1264;@serkankuru Biz Elif Kenan için aşk bahçemiz diyoruz #GönülDağı #Elken #ZümreMeğreli #SerkanKuru #Elif #Kenan;Positive;1
1265;@serkankuru Dizi etiketini yanlış kullanıyorsunuz Serkan Beycim #GönülDağı olacak. Okunduğu gibi yazılıyor yoksa dizi taymında görünmüyor attıklarınız.;Neutral;2
1266;@serkankuru Gündemden düşmüyorsunuz Serkan bey.👌🏻☺️ #Gönüldağı #ElKen #SerkanKuru;Neutral;2
1267;@serkankuru Gündemin güzelliği der susarım 😊😊😊 #ElKen #Elif #Kenan #ZümreMeğreli #SerkanKuru #Gönüldağı https://t.co/OvneteAWZ5;Positive;1
1268;@serkankuru Serkan bey gelmiş hoşgelmiş sefalar getirmiş 🧿😎 Mavi gözlü Doktorumuz gelmiş 😎 sizi sevgi ve saygıyla selamlıyorum🤗 Vesselam #gönüldağı #NişanımızVar;Neutral;2
1269;"@sewendipty Bende öyle ne olursa olsun Destan dan razıyım şuan ki bütün Türk dizlerin içindeki en kalitelisi destan 🥰
#Destan #TekYürek";Positive;1
1270;"@shewolf0405 @bozdagfilm @edip_tepeli Görünüşe göre her şey yanlış, tüm bunları icat eden magazin basını. Dizinin yapımcısı ya da resmi bir sayfası teyit edilene kadar inanmıyoruz. En iyi dizileri ve oyuncuları desteklemeye devam ediyoruz.

#Destan
#EdipTepeli 
@edip_tepeli";Positive;1
1271;"@shinespotlessly Bende mutluluktan Çolpan gibi bayılmışım ama son sözüm “hadsiz” değil “AŞK”♥️ 🥲
#EvlilikHakkındaHerŞey #BorSan";Neutral;2
1272;"@shinespotlessly Bu beni bile şaşırttı 😂 daha ne kadar deli olabilirler dediğim anda başka bir çılgınlıkları geliyor 😂 Sanem sevdiği adamdan sıkılmaktan korkuyordu bide. Bu çiftin birbirinden sıkılması mümkün mü 🥲❤️‍🔥 çok enteresan bir çift 🥰
#EvlilikHakkındaHerŞey #BorSan";Neutral;2
1273;"@shinespotlessly Son zamanlarda izlediğim en orjinal çift❤️‍🔥 Serkan ve Gökçe’nin oyunculukları ile sahnelerin seyir zevki hep çok yüksek oluyor🥰💜 duygusal, romantik sahnelerinde bile mıy mıy değiller 🔥
#EvlilikHakkındaHerŞey #BorSan";Positive;1
1274;@Sibella70 Desenize Müjde Ar’la Şener Şener’in Arabesk filmine bağlayacaklar. Pera adından bile Pervin ve Rafet diye bağırıyor aslında #camdakikiz;Neutral-Negative;3
1275;"@silviacelikkol ""Senden uzaklaşan birini geri tutma. Çünkü bu şekilde yaklaşmak isteyen biri gelmez."" 

#İbrahimÇelikkol 
İbrahimÇelikkol 
#BirZamanlarÇukurova BirZamanlarÇukurova 
#ZülHak ZülHak
351";Neutral;2
1276;"@silviacelikkol ""Şüphe edip araştırmayan, sadece mutsuz olmakla kalmaz, aynı zamanda adaletsiz olur."" 

#İbrahimÇelikkol 
İbrahimÇelikkol 
#BirZamanlarÇukurova BirZamanlarÇukurova 
#ZülHak ZülHak
227";Neutral;2
1277;"@silviacelikkol 136

Çünkü kader beni sana götürüyor ve sen yanımda değilsin 

#İbrahimÇelikkol                                                                               İbrahimÇelikkol 
#BirZamanlarÇukurova BirZamanlarÇukurova
#ZülHak ZülHak";Neutral;2
1278;"@silviacelikkol 203

Sessizlik zaman kaybı değildir

#İbrahimÇelikkol                                                                               İbrahimÇelikkol 
#BirZamanlarÇukurova BirZamanlarÇukurova
#ZülHak ZülHak";Neutral;2
1279;"@silviacelikkol 222

Bu rüyayı yaşamama izin ver, şimdiye kadar sahip olduğum en iyi rüya

#İbrahimÇelikkol                                                                               İbrahimÇelikkol 
#BirZamanlarÇukurova BirZamanlarÇukurova
#ZülHak ZülHak";Neutral;2
1280;"@silviacelikkol 237

Gelmesi zaman alır ama sonunda sen benim ödülmüşüm

#İbrahimÇelikkol                                                                               İbrahimÇelikkol 
#BirZamanlarÇukurova BirZamanlarÇukurova
#ZülHak ZülHak";Neutral;2
